# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 0, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
  11   5 5.85937500e-02 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.03704756e+00 0.00000000e+00 1.00000000e+00
  12   5 6.64062500e-02 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.03357795e+00 0.00000000e+00 1.00000000e+00
  13   5 7.42187500e-02 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.02978497e+00 0.00000000e+00 1.00000000e+00
  14   5 8.20312500e-02 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.02570514e+00 0.00000000e+00 1.00000000e+00
  15   5 8.98437500e-02 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.02137775e+00 0.00000000e+00 1.00000000e+00
  16   5 9.76562500e-02 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.01684449e+00 0.00000000e+00 1.00000000e+00
  17   5 1.05468750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.01214901e+00 0.00000000e+00 1.00000000e+00
  18   5 1.13281250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.00733652e+00 0.00000000e+00 1.00000000e+00
  19   5 1.21093750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.00245338e+00 0.00000000e+00 1.00000000e+00
  20   5 1.28906250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.99754662e+00 0.00000000e+00 1.00000000e+00
  21   5 1.36718750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.99266348e+00 0.00000000e+00 1.00000000e+00
  22   5 1.44531250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.98785099e+00 0.00000000e+00 1.00000000e+00
  23   5 1.52343750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.98315551e+00 0.00000000e+00 1.00000000e+00
  24   5 1.60156250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.97862225e+00 0.00000000e+00 1.00000000e+00
  25   5 1.67968750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.97429486e+00 0.00000000e+00 1.00000000e+00
  26   5 1.75781250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.97021503e+00 0.00000000e+00 1.00000000e+00
  27   5 1.83593750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.96642205e+00 0.00000000e+00 1.00000000e+00
  28   5 1.91406250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.96295244e+00 0.00000000e+00 1.00000000e+00
  29   5 1.99218750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95983962e+00 0.00000000e+00 1.00000000e+00
  30   5 2.07031250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95711357e+00 0.00000000e+00 1.00000000e+00
  31   5 2.14843750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95480054e+00 0.00000000e+00 1.00000000e+00
  32   5 2.22656250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95292280e+00 0.00000000e+00 1.00000000e+00
  33   5 2.30468750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95149844e+00 0.00000000e+00 1.00000000e+00
  34   5 2.38281250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95054117e+00 0.00000000e+00 1.00000000e+00
  35   5 2.46093750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95006023e+00 0.00000000e+00 1.00000000e+00
  36   5 2.53906250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95006023e+00 0.00000000e+00 1.00000000e+00
  37   5 2.61718750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95054117e+00 0.00000000e+00 1.00000000e+00
  38   5 2.69531250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95149844e+00 0.00000000e+00 1.00000000e+00
  39   5 2.77343750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95292280e+00 0.00000000e+00 1.00000000e+00
  40   5 2.85156250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95480054e+00 0.00000000e+00 1.00000000e+00
  41   5 2.92968750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95711357e+00 0.00000000e+00 1.00000000e+00
  42   5 3.00781250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.95983962e+00 0.00000000e+00 1.00000000e+00
  43   5 3.08593750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.96295244e+00 0.00000000e+00 1.00000000e+00
  44   5 3.16406250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.96642205e+00 0.00000000e+00 1.00000000e+00
  45   5 3.24218750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.97021503e+00 0.00000000e+00 1.00000000e+00
  46   5 3.32031250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.97429486e+00 0.00000000e+00 1.00000000e+00
  47   5 3.39843750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.97862225e+00 0.00000000e+00 1.00000000e+00
  48   5 3.47656250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.98315551e+00 0.00000000e+00 1.00000000e+00
  49   5 3.55468750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.98785099e+00 0.00000000e+00 1.00000000e+00
  50   5 3.63281250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.99266348e+00 0.00000000e+00 1.00000000e+00
  51   5 3.71093750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 4.99754662e+00 0.00000000e+00 1.00000000e+00
  52   5 3.78906250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.00245338e+00 0.00000000e+00 1.00000000e+00
  53   5 3.86718750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.00733652e+00 0.00000000e+00 1.00000000e+00
  54   5 3.94531250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.01214901e+00 0.00000000e+00 1.00000000e+00
  55   5 4.02343750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.01684449e+00 0.00000000e+00 1.00000000e+00
  56   5 4.10156250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.02137775e+00 0.00000000e+00 1.00000000e+00
  57   5 4.17968750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.02570514e+00 0.00000000e+00 1.00000000e+00
  58   5 4.25781250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.02978497e+00 0.00000000e+00 1.00000000e+00
  59   5 4.33593750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.03357795e+00 0.00000000e+00 1.00000000e+00
  60   5 4.41406250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.03704756e+00 0.00000000e+00 1.00000000e+00
  61   5 4.49218750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04016038e+00 0.00000000e+00 1.00000000e+00
  62   5 4.57031250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04288643e+00 0.00000000e+00 1.00000000e+00
  63   5 4.64843750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04519946e+00 0.00000000e+00 1.00000000e+00
  64   5 4.72656250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04707720e+00 0.00000000e+00 1.00000000e+00
  65   5 4.80468750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04850156e+00 0.00000000e+00 1.00000000e+00
  66   5 4.88281250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04945883e+00 0.00000000e+00 1.00000000e+00
  67   5 4.96093750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04993977e+00 0.00000000e+00 1.00000000e+00
  68   5 5.03906250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04993977e+00 0.00000000e+00 1.00000000e+00
  69   5 5.11718750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04945883e+00 0.00000000e+00 1.00000000e+00
  70   5 5.19531250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04850156e+00 0.00000000e+00 1.00000000e+00
  71   5 5.27343750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04707720e+00 0.00000000e+00 1.00000000e+00
  72   5 5.35156250e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04519946e+00 0.00000000e+00 1.00000000e+00
  73   5 5.42968750e-01 1.17187500e-02 2.00000000e+00 4.70000000e+00 5.04288643e+00 0.00000000e+00 1.00000000e+00
