# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 0.653897, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
   4   4 3.90625000e-03 3.90625000e-03 5.80573923e-01 4.52753299e+00 -8.08201043e-03 0.00000000e+00 7.45572830e+00
   5   4 1.17187500e-02 3.90625000e-03 5.79928895e-01 4.55708960e+00 -7.42946483e-03 0.00000000e+00 7.45689301e+00
   6   4 1.95312500e-02 3.90625000e-03 5.78588721e-01 4.58478356e+00 -6.38529296e-03 0.00000000e+00 7.45940850e+00
   7   4 2.73437500e-02 3.90625000e-03 5.77453975e-01 4.60859725e+00 -5.26110824e-03 0.00000000e+00 7.46333676e+00
   8   4 3.51562500e-02 3.90625000e-03 5.76362156e-01 4.63011682e+00 -4.25133389e-03 0.00000000e+00 7.47006943e+00
   9   4 4.29687500e-02 3.90625000e-03 5.74749617e-01 4.64651349e+00 -2.89559605e-03 0.00000000e+00 7.47382244e+00
  10   4 5.07812500e-02 3.90625000e-03 5.73394455e-01 4.65761623e+00 -1.81109099e-03 0.00000000e+00 7.47424571e+00
  11   4 5.85937500e-02 3.90625000e-03 5.72897501e-01 4.66574769e+00 -9.76520993e-04 0.00000000e+00 7.47457825e+00
  12   4 6.64062500e-02 3.90625000e-03 5.72875242e-01 4.67025605e+00 -3.89054965e-04 0.00000000e+00 7.47406569e+00
  13   4 7.42187500e-02 3.90625000e-03 5.72909672e-01 4.67270555e+00 -3.37159595e-04 0.00000000e+00 7.47204794e+00
  14   4 8.20312500e-02 3.90625000e-03 5.72914095e-01 4.67522400e+00 -3.63443369e-04 0.00000000e+00 7.47094307e+00
  15   4 8.98437500e-02 3.90625000e-03 5.72905747e-01 4.67758771e+00 -4.04670515e-04 0.00000000e+00 7.47109385e+00
  16   4 9.76562500e-02 3.90625000e-03 5.72993128e-01 4.68073638e+00 -5.48835439e-04 0.00000000e+00 7.47317799e+00
  17   4 1.05468750e-01 3.90625000e-03 5.73759169e-01 4.68693097e+00 -1.00876892e-03 0.00000000e+00 7.47377345e+00
  18   4 1.13281250e-01 3.90625000e-03 5.75075787e-01 4.69678769e+00 -2.01026079e-03 0.00000000e+00 7.47427246e+00
  19   4 1.21093750e-01 3.90625000e-03 5.75549334e-01 4.71086001e+00 -2.91265402e-03 0.00000000e+00 7.47562668e+00
  20   4 1.28906250e-01 3.90625000e-03 5.75642242e-01 4.72710890e+00 -3.46793820e-03 0.00000000e+00 7.47480614e+00
  21   4 1.36718750e-01 3.90625000e-03 5.75932186e-01 4.74614175e+00 -4.16022956e-03 0.00000000e+00 7.47353422e+00
  22   4 1.44531250e-01 3.90625000e-03 5.76903374e-01 4.76841368e+00 -4.89718366e-03 0.00000000e+00 7.47108071e+00
  23   4 1.52343750e-01 3.90625000e-03 5.77464029e-01 4.79414471e+00 -5.69005080e-03 0.00000000e+00 7.46582165e+00
  24   4 1.60156250e-01 3.90625000e-03 5.77769321e-01 4.82398000e+00 -6.63662017e-03 0.00000000e+00 7.46019348e+00
  25   4 1.67968750e-01 3.90625000e-03 5.79079585e-01 4.85857358e+00 -8.40250243e-03 0.00000000e+00 7.45444258e+00
  26   4 1.75781250e-01 3.90625000e-03 5.83661298e-01 4.89675090e+00 -1.04042723e-02 0.00000000e+00 7.44959296e+00
  27   4 1.83593750e-01 3.90625000e-03 5.90032326e-01 4.93726887e+00 -1.12478139e-02 0.00000000e+00 7.44822277e+00
  28   4 1.91406250e-01 3.90625000e-03 5.94567351e-01 4.97813918e+00 -1.12543813e-02 0.00000000e+00 7.44842797e+00
  29   4 1.99218750e-01 3.90625000e-03 5.96111567e-01 5.01942084e+00 -1.10411535e-02 0.00000000e+00 7.44844607e+00
  30   4 2.07031250e-01 3.90625000e-03 5.96394025e-01 5.06125638e+00 -1.09602921e-02 0.00000000e+00 7.45137181e+00
  31   4 2.14843750e-01 3.90625000e-03 5.96382966e-01 5.10166536e+00 -1.08288590e-02 0.00000000e+00 7.45375943e+00
  32   4 2.22656250e-01 3.90625000e-03 5.96007510e-01 5.14256870e+00 -9.62473991e-03 0.00000000e+00 7.46312230e+00
