0,0.0009375
0.05005489,0.0008362958
0.1002099,0.0007350323
0.1503375,0.0006457766
0.2000244,0.0005859381
0.2504411,0.0005721889
0.3002361,0.0005971521
0.3502726,0.0006622421
0.4004349,0.0006885042
0.4501935,0.0007057878
0.5002878,0.0008125479
0.5501596,0.0008334114
0.6000189,0.0008063276
0.6502943,0.0009051937
0.7004058,0.001095128
0.7503011,0.001318801
0.8002775,0.001585589
0.8502201,0.001893061
0.9002999,0.002235839
0.9501893,0.002553128
1.000132,0.002829449
1.050412,0.003095997
1.100301,0.003355262
1.150372,0.003636099
1.200023,0.003952952
1.250411,0.004332191
1.300119,0.004632593
1.350049,0.004796188
1.400071,0.004912951
1.450191,0.004950514
1.50018,0.005029921
1.550262,0.005129467
1.600219,0.00523539
1.650246,0.005309106
1.700361,0.005335369
1.750113,0.005220588
1.800044,0.004992261
1.850347,0.004784668
1.900065,0.004675906
1.950001,0.004697106
2.00017,0.004814642
2.050047,0.004921652
2.100201,0.004918309
2.150027,0.004794281
2.200125,0.004692484
2.250191,0.004610818
2.30028,0.004522715
2.350285,0.004410833
2.40018,0.004347576
2.450312,0.004272972
2.500017,0.004145089
2.550258,0.004045829
2.600139,0.004034972
2.650174,0.004043169
2.700243,0.003980768
2.750317,0.003854766
2.800047,0.003690234
2.85041,0.003494345
2.900124,0.003360401
2.950372,0.003354864
3,0.003389566
